,address,formatted_address,,latitude,longitude,number_of_results,status,zipcode
419,"East Britton Drive, Niagara Falls, New York","E Britton Dr, Niagara Falls, NY 14304, USA",,43.1208264,-78.9760005,1,OK,14304
420,"11200 Inez Dr, Jacksonville, Florida","11200 Inez Dr, Jacksonville, FL 32218, USA",,30.439674,-81.6380268,1,OK,32218
421,"Nautical Court , Atwater, California","Nautical Ct, Atwater, CA 95301, USA",,37.3693336,-120.5921953,1,OK,95301
422,"134th Street and 49th Avenue, Corona (Queens), New York","8020 134th St, Jamaica, NY 11435, USA",,40.7152187,-73.8245218,1,OK,11435
423,"51 Copeland Ln, Newport News, Virginia","51 Copeland Ln, Newport News, VA 23601, USA",,37.052569,-76.475836,1,OK,23601
424,"320 US 7, Rutland, Vermont","320 US-7, Rutland, VT 05701, USA",,43.5850627,-72.9708774,1,OK,5701
425,"3164 Waccamaw Boulevard, Myrtle Beach, South Carolina","3164 Waccamaw Blvd, Myrtle Beach, SC 29579, USA",,33.7184748,-78.9263933,1,OK,29579
426,"8700 North 50th Street, Tampa, Florida","8700 N 50th St, Tampa, FL 33617, USA",,28.0307859,-82.4033313,1,OK,33617
427,"Busch Blvd, Columbus, Ohio","Busch Blvd, Columbus, OH 43229, USA",,40.0953626,-82.9935598,1,OK,43229
428,"200 block of S Maplewood, Chicago, Illinois","200 S Maplewood Ave, Chicago, IL 60612, USA",,41.8782196,-87.6900834,1,OK,60612
429,"9800 Airport Blvd, San Antonio, Texas","9800 Airport Blvd, San Antonio, TX 78216, USA",,29.5257225,-98.4746493,1,OK,78216
430,"County Road 2303, Rusk, Texas","Co Rd 2303, Texas 75785, USA",,31.7513593,-95.161505,1,OK,75785
431,"3642 Boulder Hwy, Las Vegas, Nevada","3642 Boulder Hwy, Las Vegas, NV 89121, USA",,36.1405432,-115.0969406,1,OK,89121
432,"1200 block of Hampton Ave, Greenville, South Carolina","1200 Hampton Ave, Greenville, SC 29601, USA",,34.8644926,-82.4160208,1,OK,29601
433,"Milburn Street , Greensboro, North Carolina","Milburn St, Greensboro, NC 27406, USA",,36.0598785,-79.7967254,1,OK,27406
434,"100 block of Sansovino , Ladera Ranch, California","100 Sansovino, Mission Viejo, CA 92694, USA",,33.5542084,-117.6466127,1,OK,92694
435,"Horizon Circle, Charlotte, North Carolina","Horizon Cir, Charlotte, NC 28215, USA",,35.2521351,-80.773205,1,OK,28215
436,"2700 block of Lee Street, Columbus, Georgia","2700 Lee St, Columbus, GA 31903, USA",,32.4446474,-84.9553704,1,OK,31903
437,"Cawfield Street, Boston, Massachusetts","Cawfield St, Boston, MA 02125, USA",,42.3198056,-71.063696,1,OK,2125
438,"Rogers Ave, Lynn, Massachusetts","Rogers Ave, Lynn, MA 01902, USA",,42.4673983,-70.9508561,1,OK,1902
439,"North Fifth Avenue, Rome, Georgia","N 5th Ave, Rome, GA, USA",,34.2614018,-85.1765554,1,OK,
440,"Morrisville Carpenter Road, Cary, North Carolina","Morrisville Carpenter Rd, Cary, NC, USA",,35.8207692,-78.85079,1,OK,
441,"4800 block of West Center Street, Milwaukee, Wisconsin","4800 W Center St, Milwaukee, WI 53210, USA",,43.0679486,-87.9737105,1,OK,53210
442,"7600 block of Taylorsville Road, Dayton (Huber Heights), Ohio","7600 Taylorsville Rd, Huber Heights, OH 45424, USA",,39.8600236,-84.098411,1,OK,45424
443,"14200 block of Railroad Avenue, Walnut Grove, California","Railroad Ave, Walnut Grove, CA, USA",,38.2376683,-121.5148702,1,OK,
444,"3700 block of Prospect Dr, Winston Salem (Winston-salem), North Carolina","3700 Prospect Dr, Winston-Salem, NC 27105, USA",,36.1354658,-80.2122404,1,OK,27105
445,"800 block of Downing Street, New Smyrna Beach, Florida","800 Downing St, New Smyrna Beach, FL 32168, USA",,29.0210722,-80.929954,1,OK,32168
446,"30 block of Swanson Pkwy, Portsmouth, Virginia","30 Swanson Pkwy, Portsmouth, VA 23704, USA",,36.8298188,-76.3194942,1,OK,23704
447,"1500 block of Centerpark Drive North , West Palm Beach, Florida","West Palm Beach, FL, USA",,26.7153424,-80.0533746,1,OK,
448,"1000 block of West Cumberland Street, Philadelphia, Pennsylvania","1000 W Cumberland St, Philadelphia, PA 19133, USA",,39.9896539,-75.1484571,1,OK,19133
449,"Broadway, Buffalo, New York","Broadway - Fillmore, Buffalo, NY, USA",,42.8917648,-78.835433,1,OK,
450,"1900 block of North Sixth Street, Concord, California","1900 N 6th St, Concord, CA 94519, USA",,37.9821466,-122.0186357,1,OK,94519
451,"721 Cameron St, Burlington, North Carolina","721 Cameron St, Burlington, NC 27215, USA",,36.0849938,-79.4386766,1,OK,27215
452,"601 North Central Street, East Bridgewater, Massachusetts","601 N Central St, East Bridgewater, MA 02333, USA",,42.0301573,-70.9787116,1,OK,2333
453,"3200 block of Allison Ave, Memphis, Tennessee","3200 Allison Ave, Memphis, TN 38112, USA",,35.1448253,-89.9544746,1,OK,38112
454,"1600 West Cleveland Avenue, Milwaukee, Wisconsin","1600 W Cleveland Ave, Milwaukee, WI 53215, USA",,42.9956366,-87.9336534,1,OK,53215
455,"1733 Dickinson St, Philadelphia, Pennsylvania","1733 Dickinson St, Philadelphia, PA 19146, USA",,39.9326496,-75.1742147,1,OK,19146
456,"4500 block of 8th Avenue, Saint Petersburg, Florida","4500 8th Ave N, St. Petersburg, FL 33713, USA",,27.7800682,-82.6917446,1,OK,33713
457,"500 Block of Memorial Park Dr, Thomasville, North Carolina","500 Memorial Park Dr, Thomasville, NC 27360, USA",,35.8915307,-80.0825945,1,OK,27360
458,"14535 W 4000 N, Altamont, Utah","14535 4000 N, Altonah, UT 84002, USA",,40.3595745,-110.2656438,1,OK,84002
459,"1300 block of France Street, New Orleans, Louisiana","1300 France St, New Orleans, LA 70117, USA",,29.9671701,-90.0329559,1,OK,70117
460,"100 block of Saratoga Ave, Santa Clara, California","100 Saratoga Ave, Santa Clara, CA 95051, USA",,37.3258539,-121.9681513,1,OK,95051
461,"500 block of North Brundage Avenue , Farmersville, California","500 N Brundage Ave, Farmersville, CA 93223, USA",,36.3015463,-119.1949757,1,OK,93223
462,"1900 block of Baker St., Baltimore, Maryland","1900 Baker St, Baltimore, MD 21217, USA",,39.3066035,-76.6480066,1,OK,21217
463,"Calumet Drive, Orlando, Florida","Calumet Dr, Florida 32810, USA",,28.637813,-81.4190756,1,OK,32810
464,"Van Buren and 52nd Streets, Phoenix, Arizona","E Van Buren St & N 52nd St, Phoenix, AZ 85008, USA",,33.450986,-111.9682707,1,OK,85008
465,"1214 Labelle St, Jacksonville, Florida","1214 Labelle St, Jacksonville, FL 32205, USA",,30.3025396,-81.7322066,1,OK,32205
466,"Jewett Avenue, Buffalo, New York","Jewett Ave, Buffalo, NY 14214, USA",,42.9337235,-78.8384637,1,OK,14214
467,"1800 block of Oakbrook Rd., Smith County, Texas","Oakbrook Rd, Texas 75703, USA",,32.2046503,-95.3082159,1,OK,75703
468,"6325 North Wayside, Houston, Texas","6325 N Wayside Dr, Houston, TX 77028, USA",,29.8205975,-95.2847096,1,OK,77028
469,"2300 block of West Addison, Chicago, Illinois","2300 W Addison St, Chicago, IL 60618, USA",,41.946759,-87.6858356,1,OK,60618
470,"24th and Vane Street, Omaha, Nebraska","N 24th St & Vane St, Omaha, NE 68112, USA",,41.322942,-95.9469236,1,OK,68112
471,"4600 block of Cleveland Avenue, Fort Myers, Florida","4600 S Cleveland Ave, Fort Myers, FL 33907, USA",,26.5948712,-81.8726792,1,OK,33907
472,"375 Lake Ave, Manchester, New Hampshire","375 Lake Ave, Manchester, NH 03103, USA",,42.9870747,-71.449347,1,OK,3103
473,"Winchester Rd and Outland Rd, Memphis, Tennessee","Winchester Rd & Outland Rd, Memphis, TN 38118, USA",,35.0509818,-89.9017249,1,OK,38118
474,"1102 Mound Ave, Racine, Wisconsin","1102 Mound Ave, Racine, WI 53404, USA",,42.7302381,-87.7934808,1,OK,53404
475,"Robert Smalls Parkway, Beaufort, South Carolina","Robert Smalls Pkwy, Beaufort, SC, USA",,32.4189391,-80.7427849,1,OK,
476,"10446 Jefferson Highway, Baton Rouge, Louisiana","10446 Jefferson Hwy, Baton Rouge, LA 70809, USA",,30.4085409,-91.0667622,1,OK,70809
477,"Isil Avenue, Bakersfield, California","Isil Ave, Bakersfield, CA 93304, USA",,35.3045644,-119.021879,1,OK,93304
478,"10699 US-60, Ashland, Kentucky","10699 US-60, Ashland, KY 41102, USA",,38.4001166,-82.7141438,1,OK,41102
479,"400 block of W. Center Street, Milwaukee, Wisconsin","400 W Center St, Milwaukee, WI 53212, USA",,43.0675782,-87.9155283,1,OK,53212
480,"Banks Avenue, Superior, Wisconsin","Banks Ave, Superior, WI 54880, USA",,46.6657872,-92.1058687,2,OK,54880
481,"1200 block of I Street SE, Washington, District of Columbia","1200 I St SE, Washington, DC 20003, USA",,38.8794315,-76.9901419,1,OK,20003
482,"501 East Stassney Lane, Austin, Texas","501 E Stassney Ln, Austin, TX 78745, USA",,30.2019404,-97.7719109,1,OK,78745
483,"174 Brock Rd, Gurley, Alabama","174 Brock Rd, Gurley, AL 35748, USA",,34.7380645,-86.4303531,1,OK,35748
484,"4700 block of Wickford Dr W, Sylvania, Ohio","4700 Wickford Dr W, Sylvania, OH 43560, USA",,41.7004904,-83.7010845,1,OK,43560
485,"Ackia Drive, Crossville, Tennessee","Ackia Dr, Crossville, TN 38572, USA",,35.8880259,-85.056309,1,OK,38572
486,"800 block of Legarde Avenue, Anniston, Alabama","800 Legarde Ave, Anniston, AL 36201, USA",,33.6557214,-85.8414047,1,OK,36201
487,"FIllmore Avenue and East Utica Street, Buffalo, New York","E Utica St & Fillmore Ave, Buffalo, NY 14211, USA",,42.9109323,-78.8390737,1,OK,14211
488,"2100 block of Windsor St, Chattanooga, Tennessee","2100 Windsor St, Chattanooga, TN 37406, USA",,35.0482298,-85.2648547,1,OK,37406
489,"2700 block of El Dorado Avenue, Oxnard, California","2700 El Dorado Ave, Oxnard, CA 93033, USA",,34.1744247,-119.1486726,1,OK,93033
490,"418 Agnes Rd, Knoxville, Tennessee","418 Agnes Rd, Knoxville, TN 37919, USA",,35.929982,-83.998148,1,OK,37919
491,"1100 block of South Villa Dr, Evansville, Indiana","1100 S Villa Dr, Evansville, IN 47714, USA",,37.9618618,-87.5156511,1,OK,47714
492,"1000 block of South Kedzie, Chicago, Illinois","1000 S Kedzie Ave, Chicago, IL 60612, USA",,41.8691191,-87.7057379,1,OK,60612
493,"300 block of Mistletoe Street, Petersburg, Virginia","300 Mistletoe St, Petersburg, VA 23803, USA",,37.2167361,-77.4049063,1,OK,23803
494,"4800 block of East Lane Avenue, Fresno, California","4800 E Lane Ave, Fresno, CA 93727, USA",,36.7323074,-119.736323,1,OK,93727
495,"14100 block of Greenfield, Detroit, Michigan","14100 Greenfield Rd, Detroit, MI 48227, USA",,42.3894969,-83.19824,1,OK,48227
496,"Compton Ave and E 117th St, Los Angeles, California","1746 E 117th St, Los Angeles, CA 90059, USA",,33.9272613,-118.2418808,1,OK,90059
497,"Route 130, Mashpee, Massachusetts","MA-130, Mashpee, MA, USA",,41.6489002,-70.4820487,1,OK,
498,"South Manley Road and Tornell Circle, Ripon, California","Manley Rd & Tornell Cir, Ripon, CA 95366, USA",,37.7378214,-121.1147953,1,OK,95366
499,"302 South Clay Street, Louisville, Kentucky","302 S Clay St, Louisville, KY 40202, USA",,38.2515809,-85.7407084,1,OK,40202
500,"3500 block of S Warren Ave, Butte, Montana","3500 S Warren Ave, Butte, MT 59701, USA",,45.9739805,-112.5179844,1,OK,59701
501,"900 block of West Fayette Street, Baltimore, Maryland","900 W Fayette St, Baltimore, MD 21223, USA",,39.290137,-76.632362,1,OK,21223
502,"100 block of Engleside Drive, Richmond, Virginia","100 Engleside Dr, Richmond, VA 23222, USA",,37.5866237,-77.4321636,1,OK,23222
503,"40th St and Boulevard Place, Indianapolis, Indiana","W 40th St & Boulevard Pl, Indianapolis, IN 46208, USA",,39.8283034,-86.163991,2,OK,46208
504,"6800 block of South Green Street, Chicago, Illinois","6800 S Green St, Chicago, IL 60621, USA",,41.770605,-87.6457725,1,OK,60621
505,"4600 block of South Evans Avenue, Chicago, Illinois","4600 S Evans Ave, Chicago, IL 60653, USA",,41.8111173,-87.6080695,1,OK,60653
506,"6300 block of The Plaza Road, Charlotte, North Carolina","6300 The Plaza, Charlotte, NC 28215, USA",,35.249571,-80.7497876,1,OK,28215
507,"2821 Wyandotte Ave, Oroville, California","2821 Wyandotte Ave, Oroville, CA 95966, USA",,39.5003156,-121.5411706,1,OK,95966
508,"Cottage Avenue, North Bergen, New Jersey","Cottage Ave, North Bergen, NJ 07047, USA",,40.7998392,-74.0185361,2,OK,7047
509,"SE 90th and Duke St, Portland, Oregon","SE Duke St & SE 90th Ave, Portland, OR 97266, USA",,45.4756523,-122.5707486,1,OK,97266
510,"2200 block of S Clermont St, Denver, Colorado","2200 S Clermont St, Denver, CO 80222, USA",,39.6764948,-104.934984,1,OK,80222
511,"3300 block of Thalia Street, New Orleans, Louisiana","3300 Thalia St, New Orleans, LA 70125, USA",,29.9486848,-90.0907798,1,OK,70125
512,"500 block of Cuesta Del Mar, Oxnard, California","500 Cuesta Del Mar Dr, Oxnard, CA 93033, USA",,34.1486385,-119.1821949,1,OK,93033
513,"White Plains Road near Tom Hunter Road , Charlotte, North Carolina","Tom Hunter Rd & White Plains Rd, Charlotte, NC 28213, USA",,35.276852,-80.788048,1,OK,28213
514,"Oak Ave and 1st St, Trenton, Ohio","Oak Ave & S 1st St, Trenton, OH 45067, USA",,39.4705452,-84.4536478,1,OK,45067
515,"800 block of E Moore St, Tullahoma, Tennessee","800 E Moore St, Tullahoma, TN 37388, USA",,35.3703651,-86.2016384,1,OK,37388
516,"East 181st Street and Arthur Avenue, Bronx, New York","Arthur Ave & E 181st St, The Bronx, NY 10457, USA",,40.8504764,-73.8909514,1,OK,10457
517,"12610 Chenal Parkway, Little Rock, Arkansas","12610 Chenal Pkwy, Little Rock, AR 72211, USA",,34.7559662,-92.4129976,1,OK,72211
518,"1800 South 9th Street, Camden, New Jersey","1800 S 9th St, Camden, NJ 08104, USA",,39.9220502,-75.110504,1,OK,8104
519,"Montana Avenue, Cincinnati, Ohio","Montana Ave, Cincinnati, OH, USA",,39.1509175,-84.588059,1,OK,
520,"3800 block of E Charleston Blvd, Las Vegas, Nevada","3800 E Charleston Blvd, Las Vegas, NV 89104, USA",,36.1587597,-115.0983552,1,OK,89104
521,"2300 Ruskin Avenue, Baltimore, Maryland","2300 Ruskin Ave, Baltimore, MD 21217, USA",,39.3161646,-76.6465441,1,OK,21217
522,"Central Avenue and Apache Street, Phoenix, Arizona","W Apache St & S Central Ave, Phoenix, AZ 85004, USA",,33.430115,-112.0737383,1,OK,85004
523,"5117 Ocala Dr, Middletown, Ohio","5117 Ocala Dr, Middletown, OH 45044, USA",,39.483324,-84.337439,1,OK,45044
524,"800 block of Solano Street, Corning, California","800 Solano St, Corning, CA 96021, USA",,39.9279012,-122.1757255,1,OK,96021
525,"3900 South Lake Park Avenue, Chicago, Illinois","3900 S Lake Park Ave, Chicago, IL 60653, USA",,41.8249633,-87.6038969,1,OK,60653
526,"15625 Lamey Bridge Rd, Biloxi, Mississippi","15625 Lamey Bridge Rd, Biloxi, MS 39532, USA",,30.5125972,-88.932041,1,OK,39532
527,"2600 block of Lasalle Street, Charlotte, North Carolina","2600 Lasalle St, Charlotte, NC 28216, USA",,35.2626067,-80.8591235,1,OK,28216
528,"4600 block of South Winchester, Chicago, Illinois","4600 S Winchester Ave, Chicago, IL 60609, USA",,41.810224,-87.6737392,1,OK,60609
529,"9400 block of West Commercial Boulevard, Fort Lauderdale (Tamarac), Florida","9400 W Commercial Blvd, Fort Lauderdale, FL 33351, USA",,26.1936784,-80.2759797,1,OK,33351
530,"5800 block of South Shields, Chicago (Englewood), Illinois","5800 S Shields Ave, Chicago, IL 60621, USA",,41.7883042,-87.6340281,1,OK,60621
531,"300 block of Sharpe Street, Mooresville, North Carolina","300 Sharpe St, Mooresville, NC 28115, USA",,35.5769268,-80.8117364,1,OK,28115
532,"2300 Washington Street, Boston, Massachusetts","2300 Washington St, Roxbury, MA 02119, USA",,42.3301441,-71.0838242,1,OK,2119
533,"402 West Walnut Street, Carbondale, Illinois","402 W Walnut St, Carbondale, IL 62901, USA",,37.7251757,-89.2212778,1,OK,62901
534,"300 South 500 West, Lebanon, Indiana","300 S 500 W, Lebanon, IN 46052, USA",,40.0353059,-86.5641436,1,OK,46052
535,"145 Hill Carter Pkwy, Ashland, Virginia","145 Hill Carter Pkwy, Ashland, VA 23005, USA",,37.7551473,-77.4597818,1,OK,23005
536,"100 block of DaFoste Avenue, San Antonio, Texas","100 Da Foste Ave, San Antonio, TX 78220, USA",,29.4172327,-98.4318451,1,OK,78220
537,"Raymond Ave, Pasadena, California","N Raymond Ave, Pasadena, CA, USA",,34.1725182,-118.1491287,1,OK,
538,"125 Ohio St, Bangor, Maine","125 Ohio St, Bangor, ME 04401, USA",,44.8040895,-68.7793619,1,OK,4401
539,"10300 Block of Alden Rd, Jacksonville, Florida","10300 Alden Rd, Jacksonville, FL 32246, USA",,30.3011092,-81.5253101,1,OK,32246
540,"8040 Roswell Road, Atlanta (Sandy Springs), Georgia","8040 Roswell Rd, Atlanta, GA 30350, USA",,33.974892,-84.3554372,1,OK,30350
541,"Peters and Flint River roads, Columbiaville, Michigan","Flint River Rd, Michigan, USA",,43.1256641,-83.3670028,1,OK,
542,"24263 Beckendorff Rd, Katy, Texas","24263 Beckendorff Rd, Katy, TX 77493, USA",,29.8588181,-95.8089093,1,OK,77493
543,"2005 12th Ave, Ardmore, Oklahoma","2005 12th Ave NW, Ardmore, OK 73401, USA",,34.1881837,-97.1550379,1,OK,73401
544,"1301 Linn St, Cincinnati, Ohio","1301 Linn St, Cincinnati, OH 45203, USA",,39.1086587,-84.5282192,1,OK,45203
545,"5300 block of South Hermitage Avenue, Chicago, Illinois","5300 S Hermitage Ave, Chicago, IL 60609, USA",,41.7971405,-87.6686699,1,OK,60609
546,"700 Block of Francis Ct, Spring Lake, North Carolina","700 Francis Ct, Spring Lake, NC 28390, USA",,35.1762722,-78.9950424,1,OK,28390
547,"3300 block of Mona Street, Muskegon (Muskegon Heights), Michigan","3300 Mona St, Muskegon Heights, MI 49444, USA",,43.1933866,-86.254309,1,OK,49444
548,"1900 block of McHenry Street, Hopkinsville, Kentucky","1900 McHenry St, Hopkinsville, KY 42240, USA",,36.8532372,-87.4825707,1,OK,42240
549,"200 block of 7th Avenue Northwest, Decatur, Alabama","200 7th Ave NW, Decatur, AL 35601, USA",,34.6057142,-86.9964205,1,OK,35601
550,"3900 block of Lexington Ave, Saint Louis, Missouri","3900B Lexington Ave, St. Louis, MO 63107, USA",,38.6622651,-90.2240263,1,OK,63107
551,"1100 Bob Smith Road, Baytown, Texas","1100 Bob Smith Rd, Baytown, TX 77521, USA",,29.7561199,-94.9501474,1,OK,77521
552,"33 Paradis Loop, Fort Kent, Maine","33 Paradis Cir, Fort Kent, ME 04743, USA",,47.2338001,-68.5879368,1,OK,4743
553,"17801 International Blvd, Seattle, Washington","17801 International Blvd, SeaTac, WA 98188, USA",,47.443558,-122.3000149,1,OK,98188
554,"47 McKnight St, Springfield, Massachusetts","47 Mcknight St, Springfield, MA 01109, USA",,42.1144397,-72.5654244,1,OK,1109
555,"West Fordham Road and Sedgwick, Bronx, New York","Sedgwick Ave & W Fordham Rd, The Bronx, NY 10468, USA",,40.8626938,-73.9090204,1,OK,10468
556,"9860 West Rd, Harrison, Ohio","9860 West Rd, Harrison, OH 45030, USA",,39.2559035,-84.7696394,1,OK,45030
557,"27 Oxford Dr, Carpentersville, Illinois","27 Oxford Dr, Carpentersville, IL 60110, USA",,42.138049,-88.2735117,1,OK,60110
558,"1345 Western Ave N, Saint Paul, Minnesota","1345 Western Ave N, St Paul, MN 55117, USA",,44.9817601,-93.1164207,1,OK,55117
559,"2477 E. Dublin-Granville Rd., Cleveland, Ohio","2477 E Dublin Granville Rd, Columbus, OH 43229, USA",,40.0837867,-82.9525293,1,OK,43229
560,"996 S Parker Dr, Florence, South Carolina","996 S Parker Dr, Florence, SC 29501, USA",,34.1741033,-79.8211737,1,OK,29501
561,"Highway 48 West, Tylertown, Mississippi","MS-48 E, Tylertown, MS, USA",,31.1159258,-90.1420203,1,OK,
562,"1102 Worcester St, Springfield, Massachusetts","1102 Worcester St, Indian Orchard, MA 01151, USA",,42.1592195,-72.5077498,1,OK,1151
563,"4700 block of Richmond Avenue, Kansas City, Kansas","4700 Richmond Ave, Kansas City, MO 64129, USA",,39.0384828,-94.4972937,1,OK,64129
564,"S Randolph St and Grayland Ave, Richmond, Virginia","S Randolph St & Grayland Ave, Richmond, VA 23220, USA",,37.5437396,-77.4594408,1,OK,23220
565,"1960 Greenleaf Drive, Lexington, Kentucky","1960 Greenleaf Dr, Lexington, KY 40505, USA",,38.0602676,-84.4419842,1,OK,40505
566,"1003 Pearman Dairy Rd, Anderson, South Carolina","1003 Pearman Dairy Rd, Anderson, SC 29625, USA",,34.5208747,-82.6927449,1,OK,29625
567,"100 block of Letchworth Avenue, Columbus, Ohio","100 Letchworth Ave, Columbus, OH 43204, USA",,39.9520614,-83.0890946,1,OK,43204
568,"2851 South Madison Avenue, Indianapolis, Indiana","2851 Madison Ave, Indianapolis, IN 46225, USA",,39.7247606,-86.1509693,1,OK,46225
569,"505 S. Billings Boulevard, Billings, Montana","505 S Billings Blvd, Billings, MT 59101, USA",,45.7603094,-108.5353807,1,OK,59101
570,"Highway 126 near Keith Road, Sullivan County, Tennessee","TN-126, Tennessee, USA",,36.5283916,-82.3338918,2,OK,
571,"327 Brookwood Way, Mansfield, Ohio","327 N Brookwood Way, Mansfield, OH 44906, USA",,40.766083,-82.564302,1,OK,44906
572,"7 Neponset St, Worcester, Massachusetts","7 Neponset St, Worcester, MA 01606, USA",,42.2966933,-71.8009839,1,OK,1606
573,"1318 Edgefield Hwy, Aiken, South Carolina","1318 Edgefield Hwy, Aiken, SC 29801, USA",,33.5972241,-81.7249118,1,OK,29801
574,"102nd Street and Michigan Avenue, Chicago, Illinois","E 102nd St & S Michigan Ave, Chicago, IL 60628, USA",,41.7090457,-87.6199175,1,OK,60628
575,"516 Cape Meadows Circle, Cape Girardeau, Missouri","516 Cape Meadows Cir, Cape Girardeau, MO 63701, USA",,37.3271377,-89.5150713,1,OK,63701
576,"3400 block of 13th Place, Southeast, Washington, District of Columbia","3400 13th Pl SE, Washington, DC 20032, USA",,38.842104,-76.9874637,1,OK,20032
577,"Burg Jones Lane and Deloach St. , Monroe, Louisiana","Deloach St & Burg Jones Ln, Monroe, LA 71202, USA",,32.4747983,-92.0889218,1,OK,71202
578,"7792 N.E. 142nd Ave, Vancouver, Washington","7792 NE 142nd Ave, Vancouver, WA 98682, USA",,45.6790379,-122.5273912,1,OK,98682
579,"26 May Street, New Haven, Connecticut","26 May St, New Haven, CT 06511, USA",,41.3196265,-72.8997414,1,OK,6511
580,"Donaghey Ave and Independence Ave, Conway, Arkansas","Donaghey Avenue & Independence Avenue, Conway, AR 72034, USA",,35.0982977,-92.4534641,1,OK,72034
581,"224 Florence-Byram Road , Rankin County, Mississippi","224 Florence-Byram Rd, Florence, MS 39073, USA",,32.1658571,-90.1637179,1,OK,39073
582,"3000 block of West Street, Oakland, California","3000 West St, Oakland, CA 94608, USA",,37.8200832,-122.2735429,1,OK,94608
583,"1300 block of Trieste Drive, San Diego, California","1300 Trieste Dr, San Diego, CA 92107, USA",,32.7305925,-117.2478548,1,OK,92107
584,"52000 block of Avenida Obregon, La Quinta, California","52000 Avenida Obregon, La Quinta, CA 92253, USA",,33.6707145,-116.3132168,1,OK,92253
585,"1500 block of Tanner St SE, Washington, District of Columbia","1500 Tanner St SE, Washington, DC 20020, USA",,38.8473576,-76.982453,1,OK,20020
586,"Englewood Avenue, Boston, Massachusetts","Englewood Ave, Boston, MA, USA",,42.3378943,-71.1488143,1,OK,
587,"400 block of W. Trail St, Jackson, Michigan","400 W Trail St, Jackson, MI 49201, USA",,42.2528974,-84.415042,1,OK,49201
588,"2300 Gregson Lane, Anaconda, Montana","2300 Gregson Ln, Anaconda, MT 59711, USA",,46.0318445,-112.7665866,1,OK,59711
589,"109 Tredeau Street, Hartford, Connecticut","109 Tredeau St, Hartford, CT 06114, USA",,41.728613,-72.6790722,1,OK,6114
590,"Reed Blvd and Curran Blvd, New Orleans, Louisiana","10151 Curran Blvd, New Orleans, LA 70127, USA",,30.0476547,-89.9809101,2,OK,70127
591,"Riviera Ave S and 17th St S, Lakeland (Lake Saint Croix Beach), Minnesota","Riviera Ave S & 17th St S, Lake St Croix Beach, MN 55043, USA",,44.924139,-92.764774,1,OK,55043
592,"26800 block of Lawrence Ct, Hemet, California","Lawrence Ct, Hemet, CA 92545, USA",,33.7308445,-117.0480433,1,OK,92545
593,"Vernon Drive, Augusta, Georgia","Vernon Dr, Augusta, GA 30906, USA",,33.4309061,-82.0630113,1,OK,30906
594,"1700 block of Campbellton Road SW, Atlanta, Georgia","1700 Campbellton Rd SW, Atlanta, GA 30311, USA",,33.7115608,-84.443712,1,OK,30311
595,"2803 W Kilbourn Ave, Milwaukee, Wisconsin","2803 W Kilbourn Ave, Milwaukee, WI 53208, USA",,43.0413175,-87.9491799,1,OK,53208
596,"Bank Street, Charlotte, North Carolina","Bank St, Charlotte, NC 28217, USA",,35.2010525,-80.8757932,1,OK,28217
597,"2713 W 2nd St, Duluth, Minnesota","2713 W 2nd St, Duluth, MN 55806, USA",,46.7622982,-92.1346333,1,OK,55806
598,"998 Riverwalk Parkway, Rock Hill, South Carolina","998 Riverwalk Parkway, Rock Hill, SC 29730, USA",,34.9770414,-80.9777394,1,OK,29730
599,"11800 block of South Indiana, Chicago, Illinois","11800 S Indiana Ave, Chicago, IL 60628, USA",,41.6798584,-87.6179048,1,OK,60628
600,"200 block of Hart Street, Brooklyn, New York","200 Hart St, Brooklyn, NY 11206, USA",,40.6935473,-73.9437202,1,OK,11206
601,"5002 Elm St, McHenry, Illinois","5002 W Elm St, McHenry, IL 60050, USA",,42.3497301,-88.2948815,1,OK,60050
602,"100 block of NW Front St, Milford, Delaware","100 NW Front St, Milford, DE 19963, USA",,38.9144213,-75.4293357,1,OK,19963
603,"4400 block of West Market Street, Louisville, Kentucky","4400 W Market St, Louisville, KY 40212, USA",,38.263624,-85.821112,1,OK,40212
604,"400 block of S Overland Trl, Fort Collins, Colorado","400 S Overland Trail, Fort Collins, CO 80521, USA",,40.5837755,-105.1327253,1,OK,80521
605,"3700 block of 6th St N, Minneapolis, Minnesota","3700 N 6th St, Minneapolis, MN 55412, USA",,45.0222445,-93.2862781,1,OK,55412
606,"1724 Potter’s Road, Virginia Beach, Virginia","1724 Potters Rd, Virginia Beach, VA 23454, USA",,36.8368984,-76.0235409,1,OK,23454
607,"4170 University Drive, Huntsville, Alabama","4170 University Dr, Huntsville, AL 35816, USA",,34.735554,-86.6314609,1,OK,35816
608,"33rd Avenue and 23rd Street, Columbus, Nebraska","23rd St & 33rd Ave, Columbus, NE 68601, USA",,41.4386562,-97.3683202,1,OK,68601
609,"200 N. 200 E., Jerome, Idaho","200 N 200 E, Jerome, ID 83338, USA",,42.7530368,-114.4825604,1,OK,83338
610,"819 Chestnut, Quincy, Illinois","819 Chestnut St, Quincy, IL 62301, USA",,39.9432423,-91.402392,1,OK,62301
611,"5401 N Martin L King Blvd., Lubbock, Texas","5401 N Martin L King Blvd, Lubbock, TX 79403, USA",,33.6565685,-101.8222599,1,OK,79403
612,"2784 North Monroe Street, Monroe, Michigan","2784 N Monroe St, Monroe, MI 48162, USA",,41.9548653,-83.3789598,1,OK,48162
